43.131.253.14 - - [07/Jun/2026:16:02:30 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
3.144.152.57 - - [07/Jun/2026:19:52:12 +0000] "GET / HTTP/1.1" 404 18 "-" "visionheight.com/scan Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
3.144.152.57 - - [07/Jun/2026:19:52:47 +0000] "\x03\x00\x00+&\xE0\x00\x00\x00\x00\x00Cookie: mstshash=zgrab" 400 150 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:19:52:47 +0000] "\x16\x03\x01\x01\x00\x01\x00\x00\xFC\x03\x03\xFF\x94&>\xA4\x9E\x8E8X\x9D\xE1\x98\x9A\xC2c\xBD\x04\x1E\xC4z<@Zqi~l\xCF&\xB9\x97\xA9 !\xE9k\x9FH\x0C|j0\xFD\x8E\xFD\x14i\xDB\xCFE\x5CQ\xA4R\xF6zk\xC2\xF1" 400 150 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:19:54:04 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xDF\xC7\x95\xB7\xD3\xF1\x045\xA5\xABF\xDDa\xCEo\xF1v\x90\x94\xF2\xA7\xC8\xE1O\x5C\xD6\x12e\xC5X.\x1F \xCB\x8F%6\xA6\xD6\x8B\xBDn\xE3\xAE\x5C\x10\xD2\xCB\x82\x92\x9F\xA6\xC2\x85\x18v\x8F\xE6\xD7m\x1E\x93\x12TH\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:19:54:14 +0000] "" 400 0 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:20:28:39 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xBB\x16\x1B\xB3\x8E\xB5\xE2\xC1\xAC\x00\x9D\xCFa\xBAh\x1B\x12\x0ER\x86\xF2a+\xD8\xB8\xCDx\x94\xFB\xEB\x1Aa J\xD8o\x02M\xAFP\xFELo\xF3\xBFQ\xAF\x8B\x84\x17yCx{\xCC|\xEE\x18\x13\x97r\x11\xCE\x9E\xD6\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:20:28:40 +0000] "GET / HTTP/1.1" 404 18 "-" "visionheight.com/scan Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
3.144.152.57 - - [07/Jun/2026:20:28:40 +0000] "GET / HTTP/1.1" 404 18 "-" "visionheight.com/scan Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
3.144.152.57 - - [07/Jun/2026:20:28:41 +0000] "\x16\x03\x01\x01\x00\x01\x00\x00\xFC\x03\x03t\x98c\xD8T1\x12I\xBF8e\xDA\x96-9'v\x9C\x07]4\xACM\x8F\x071\x9B+\x02\xF3!\xD8 \x8E\x03\xFB_\xAE\xD9\xD2\x99\x09\x1C\xF9\xD0\x19_\x81]\xF5fa\x88\xACZ\xA5\xC4s1w\xD1=\xBA\x22\xDC\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:20:28:41 +0000] "\x03\x00\x00+&\xE0\x00\x00\x00\x00\x00Cookie: mstshash=zgrab" 400 150 "-" "-" "-"
3.144.152.57 - - [07/Jun/2026:20:28:48 +0000] "" 400 0 "-" "-" "-"
198.235.24.218 - - [07/Jun/2026:21:32:09 +0000] "GET / HTTP/1.0" 400 45 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity" "-"
185.242.226.112 - - [07/Jun/2026:21:38:12 +0000] "\x16\x03\x01\x00\x8C\x01\x00\x00\x88\x03\x03\xF6\xC6Z:\xEB7\xD0|\xB1'D1\xC3%\x8D\xB7cG\xF03\xFD\x8Ei\xEE)\xED\x0E\xF1\xB3\x98\x87y\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
18.225.112.125 - - [07/Jun/2026:21:41:41 +0000] "GET / HTTP/1.1" 404 18 "-" "visionheight.com/scan Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
18.225.112.125 - - [07/Jun/2026:21:42:06 +0000] "" 400 0 "-" "-" "-"
18.225.112.125 - - [07/Jun/2026:21:42:52 +0000] "GET / HTTP/1.1" 404 18 "-" "visionheight.com/scan Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36" "-"
43.134.186.61 - - [07/Jun/2026:21:43:34 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
18.225.112.125 - - [07/Jun/2026:21:43:48 +0000] "\x16\x03\x01\x01\x00\x01\x00\x00\xFC\x03\x03\x19\x95\x95$\xAB\x804\xF49A\x18`R\xC2\x8F\xD4L\x1E\xAF\xB7\xFB\xFD\xE0\x11q1\x0B]\xD3\xE3\xD4\x83 ~\xD0\xAA\xCC\xC2\xEE\xD1;\x00\xDC\xD4O\x16\xEC\xF9+\xE2(\xB8\x01\xE5\xB3g \xBB_\x11\x8C \x12\xF5\x09\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
18.225.112.125 - - [07/Jun/2026:21:44:49 +0000] "\x03\x00\x00+&\xE0\x00\x00\x00\x00\x00Cookie: mstshash=zgrab" 400 150 "-" "-" "-"
18.225.112.125 - - [07/Jun/2026:21:46:04 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xBF\x8C\xA3T\x11\xC7.\xEA\x88Z,\x8A\xF9\x94\x82\x5CP-J\xA2c\xE7\xD91\xCA\x9A\xF6x\xF7!\x920 F\xE5\xB9\x5C-F\xB4,o\xC8\xE3+\xE0\x7F\xF5sM\x08\x07\xF5\xDA\x10\xFC.\xC5\x8B-g\x11\x89\x1B\xCF\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
185.242.226.112 - - [07/Jun/2026:21:48:27 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36" "-"
45.39.25.220 - - [07/Jun/2026:21:53:31 +0000] "GET /.env HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
45.39.25.220 - - [07/Jun/2026:21:53:32 +0000] "POST / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
77.83.39.94 - - [07/Jun/2026:21:54:49 +0000] "GET /.git/config HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" "-"
43.159.149.56 - - [07/Jun/2026:23:00:35 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
31.59.160.12 - - [07/Jun/2026:23:20:55 +0000] "GET /SDK/webLanguage HTTP/1.1" 404 18 "-" "Mozilla/5.0" "-"
91.224.92.32 - - [07/Jun/2026:23:45:23 +0000] "GET /SDK/webLanguage HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
154.6.8.139 - - [08/Jun/2026:00:28:33 +0000] "GET /.env HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
154.6.8.139 - - [08/Jun/2026:00:28:34 +0000] "POST / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
43.134.111.60 - - [08/Jun/2026:00:58:01 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
40.76.125.17 - - [08/Jun/2026:01:07:26 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 zgrab/0.x" "-"
91.224.92.32 - - [08/Jun/2026:02:07:03 +0000] "GET /SDK/webLanguage HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
31.59.160.12 - - [08/Jun/2026:02:08:20 +0000] "GET /SDK/webLanguage HTTP/1.1" 404 18 "-" "Mozilla/5.0" "-"
118.193.38.134 - - [08/Jun/2026:02:11:48 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2) AppleWebKit/589.46 (KHTML, like Gecko) Chrome/94.0.804 Safari/537.36" "-"
118.193.38.134 - - [08/Jun/2026:02:11:48 +0000] "GET /favicon.ico HTTP/1.1" 404 18 "-" "Go-http-client/1.1" "-"
118.193.38.134 - - [08/Jun/2026:02:11:48 +0000] "GET /sitemap.xml HTTP/1.1" 404 18 "-" "Go-http-client/1.1" "-"
118.193.38.134 - - [08/Jun/2026:02:11:48 +0000] "GET /robots.txt HTTP/1.1" 404 18 "-" "Go-http-client/1.1" "-"
147.185.132.135 - - [08/Jun/2026:02:11:56 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xD3k\x8CS\xBB1\xF2\xAA\x0E\xB3\xEB" 400 150 "-" "-" "-"
147.185.132.135 - - [08/Jun/2026:02:11:56 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03m/\x1C\xF2\x96p\xFA\xF9r\xEF\x1E\x99\x01j\xCEm\x84\x8F\x81z\xDD\x1DU\x8A(!O\x85\x9B0\x98\xB9 \x84p\x17\xD5\xDFx\xE6cTT\x93d4\x0Ec\xBF\xC2g}\x98\x0C\x81\x1D\xE5\xA9\xF8\x00\x9C\x8A\xB9\xED\xDF\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-" "-"
43.134.98.88 - - [08/Jun/2026:02:16:59 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
198.235.24.35 - - [08/Jun/2026:02:31:13 +0000] "GET / HTTP/1.1" 404 18 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity" "-"
45.94.31.183 - - [08/Jun/2026:02:38:28 +0000] "GET /.env HTTP/1.1" 404 18 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36" "-"
185.135.10.3 - - [08/Jun/2026:03:54:55 +0000] "GET /.env HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
185.135.10.3 - - [08/Jun/2026:03:54:56 +0000] "POST / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
43.156.117.41 - - [08/Jun/2026:04:11:14 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
77.83.39.94 - - [08/Jun/2026:04:22:04 +0000] "GET /.git/index HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Linux; Android 9; Pixel 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36" "-"
34.74.254.46 - - [08/Jun/2026:04:39:03 +0000] "GET /.git/config HTTP/1.1" 404 18 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36" "-"
185.75.189.171 - - [08/Jun/2026:04:41:16 +0000] "GET / HTTP/1.1" 404 18 "-" "Go-http-client/1.1" "-"
216.180.246.74 - - [08/Jun/2026:05:05:42 +0000] "GET / HTTP/1.0" 400 45 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:06:35 +0000] "GET / HTTP/1.0" 400 45 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:07:32 +0000] "GET / HTTP/1.0" 400 45 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:19 +0000] "\x16\x03\x01\x00\xFD\x01\x00\x00\xF9\x03\x03\xF5" 400 150 "-" "-" "-"
216.180.246.74 - - [08/Jun/2026:05:08:32 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:35 +0000] "GET /manage/account/login HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:36 +0000] "GET /admin/index.html HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:39 +0000] "GET /index.html HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:40 +0000] "GET /+CSCOE+/logon.html HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:41 +0000] "GET /cgi-bin/login.cgi HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:42 +0000] "GET /login.htm HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:43 +0000] "GET /login.html HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:43 +0000] "GET /login.jsp HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:45 +0000] "GET /login HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:46 +0000] "GET /doc/index.html HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
216.180.246.74 - - [08/Jun/2026:05:08:47 +0000] "GET /remote/login HTTP/1.1" 404 18 "-" "Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)" "-"
93.174.93.12 - - [08/Jun/2026:05:16:14 +0000] "GET / HTTP/1.0" 400 45 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.80 Safari/537.36" "-"
194.164.107.5 - - [08/Jun/2026:05:24:07 +0000] "\x16\x03\x01\x00\xEC\x01\x00\x00\xE8\x03\x03\x95 \xA0\xA9\x0B;\x16:i\xD5\x8At!\xCA\xAC\x80\xBEHp\x15f\xE3\x12\x22q\x89\xF0V\xA6\xA1j\xA1 \xF1\x1C5,>\xBC\x06\xB9\xB2\xAF\x0E\x8C\xA5<\xA5\x81\xF5\xD8Q\xDEJk\x81\xC3\xDA\x94\x86A\xBC\xB5\xC0\x19\x00 \xDA\xDA\x13\x01\x13\x02\x13\x03\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x13\xC0\x14\x00\x9C\x00\x9D\x00/\x005\x01\x00\x00\x7F\x00\x05\x00\x05\x01\x00\x00\x00\x00\x00" 400 150 "-" "-" "-"
154.6.116.84 - - [08/Jun/2026:05:26:35 +0000] "GET /.env HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
154.6.116.84 - - [08/Jun/2026:05:26:36 +0000] "POST / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
194.164.107.5 - - [08/Jun/2026:05:40:44 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36" "-"
194.164.107.5 - - [08/Jun/2026:05:44:28 +0000] "GET /favicon.ico HTTP/1.1" 404 18 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36" "-"
43.166.1.243 - - [08/Jun/2026:05:45:24 +0000] "GET / HTTP/1.1" 404 18 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
198.235.24.142 - - [08/Jun/2026:06:01:06 +0000] "GET / HTTP/1.0" 400 45 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity" "-"
80.94.95.211 - - [08/Jun/2026:06:14:00 +0000] "GET /.env HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:00 +0000] "GET /.env.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:00 +0000] "GET /.env.sample.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:00 +0000] "GET /.env.local.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:00 +0000] "GET /.env.production.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:00 +0000] "GET /config.dev.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /config.env HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /twilio/.env.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /config/.env.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /sendgrid/.env.php HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /.env.php.bak HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /.env.php-bak HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /.env.php-backup HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
80.94.95.211 - - [08/Jun/2026:06:14:01 +0000] "GET /.env.php.backup HTTP/1.1" 404 18 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322) Babya Discoverer  8.0:" "-"
